CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Ratio_Balance_Salary,Ratio_Balance_Age,Ratio_Salary_Age,Engagement_Score,Ratio_Products_Age,Relative_Salary,Ratio_CreditScore_Age,Zero_Balance_HasCrCard,Low_Balance_Active,Active_HasCrCard,Log_Salary
733.0,France,Male,37.0,7.0,0.0,2.0,1.0,1.0,181461.46,0,0.0,0.0,4904.363783783783,4.0,0.05405405405405406,1.5442019807117948,19.81081081081081,True,True,1.0,12.10880407933844
581.0,Spain,Female,32.0,2.0,0.0,1.0,1.0,0.0,141872.05,1,0.0,0.0,4433.5015625,2.0,0.03125,1.2053210450297764,18.15625,True,False,0.0,11.862687922629956
758.0,France,Male,33.0,2.0,0.0,2.0,1.0,0.0,141553.19,0,0.0,0.0,4289.490606060606,3.0,0.06060606060606061,1.2045903101081246,22.96969696969697,True,False,0.0,11.860437890949706
592.0,Germany,Female,43.0,4.0,96951.21,1.0,0.0,1.0,63736.17,0,1.5211332905632706,2254.6793023255814,1482.236511627907,2.0,0.023255813953488372,0.5338182210523015,13.767441860465116,False,False,0.0,11.062523187864226
627.0,France,Female,35.0,3.0,0.0,1.0,1.0,0.0,166975.19,1,0.0,0.0,4770.719714285714,2.0,0.02857142857142857,1.4209266206043325,17.914285714285715,True,False,0.0,12.025606506383832
635.0,Germany,Male,33.0,9.0,131402.21,1.0,0.0,0.0,102547.56,1,1.281378220993264,3981.8851515151514,3107.501818181818,1.0,0.030303030303030304,0.8588805391421251,19.242424242424242,False,False,0.0,11.538091721471172
747.0,France,Female,39.0,7.0,0.0,2.0,1.0,1.0,137980.58,0,0.0,0.0,3537.9635897435896,4.0,0.05128205128205128,1.1741880889515726,19.153846153846153,True,True,1.0,11.834875476969456
673.0,Germany,Female,27.0,2.0,131834.8,1.0,0.0,0.0,163477.22,0,0.8064414112253682,4882.77037037037,6054.711851851852,1.0,0.037037037037037035,1.3691930149391738,24.925925925925927,False,False,0.0,12.004435049436896
628.0,Germany,Male,45.0,3.0,131287.36,1.0,1.0,0.0,94739.8,0,1.3857677554734122,2917.4968888888884,2105.3288888888887,2.0,0.022222222222222223,0.7934871439380626,13.955555555555556,False,False,0.0,11.458900020605064
739.0,France,Female,44.0,1.0,0.0,2.0,1.0,0.0,181879.56,0,0.0,0.0,4133.626363636364,3.0,0.045454545454545456,1.547759930968205,16.795454545454547,True,False,0.0,12.111105486887363
549.0,France,Female,35.0,1.0,0.0,1.0,1.0,0.0,116429.51,1,0.0,0.0,3326.5574285714283,2.0,0.02857142857142857,0.990792645200274,15.685714285714285,True,False,0.0,11.66504989333582
594.0,France,Female,41.0,2.0,0.0,2.0,1.0,0.0,179521.24,0,0.0,0.0,4378.566829268292,3.0,0.04878048780487805,1.527691083207627,14.487804878048781,True,False,0.0,12.098054378956983
651.0,France,Female,27.0,2.0,0.0,2.0,1.0,0.0,177092.16,0,0.0,0.0,6558.968888888889,3.0,0.07407407407407407,1.50702008151224,24.11111111111111,True,False,0.0,12.084431200777749
779.0,France,Male,28.0,4.0,0.0,2.0,1.0,0.0,97939.4,0,0.0,0.0,3497.835714285714,3.0,0.07142857142857142,0.8334453799155189,27.821428571428573,True,False,0.0,11.492114409381111
605.0,France,Male,28.0,2.0,0.0,2.0,1.0,1.0,136909.87,0,0.0,0.0,4889.638214285714,4.0,0.07142857142857142,1.165076553627389,21.607142857142858,True,True,1.0,11.82708540914709
697.0,France,Female,45.0,9.0,0.0,2.0,0.0,0.0,141679.73,0,0.0,0.0,3148.4384444444445,2.0,0.044444444444444446,1.205667141070684,15.488888888888889,False,False,0.0,11.861331424899682
541.0,Spain,Female,37.0,7.0,0.0,2.0,0.0,0.0,9984.4,0,0.0,0.0,269.84864864864863,2.0,0.05405405405405406,0.08482578099065531,14.621621621621621,False,False,0.0,9.208879305137668
756.0,Germany,Female,39.0,6.0,114347.85,1.0,1.0,0.0,103660.31,0,1.1031015631730217,2931.996153846154,2657.9566666666665,2.0,0.02564102564102564,0.8682003056965941,19.384615384615383,False,False,0.0,11.548884229132494
746.0,France,Male,49.0,3.0,137936.94,1.0,0.0,1.0,138882.98,0,0.9931882221997252,2815.039591836735,2834.3465306122453,2.0,0.02040816326530612,1.181867338679831,15.224489795918368,False,False,0.0,11.84139418731765
619.0,France,Female,36.0,3.0,0.0,2.0,0.0,1.0,131660.31,0,0.0,0.0,3657.230833333333,3.0,0.05555555555555555,1.1204038118238933,17.194444444444443,False,True,0.0,11.787988070843248
652.0,Germany,Male,33.0,3.0,160858.13,2.0,1.0,1.0,155786.39,0,1.032555732243362,4874.488787878788,4720.799696969698,4.0,0.06060606060606061,1.3047789594818775,19.757575757575758,False,False,1.0,11.956247472044357
642.0,France,Male,30.0,8.0,0.0,1.0,0.0,0.0,149139.13,1,0.0,0.0,4971.3043333333335,1.0,0.03333333333333333,1.2691451945092576,21.4,False,False,0.0,11.912641612761615
590.0,France,Male,35.0,6.0,0.0,1.0,1.0,1.0,38614.69,1,0.0,0.0,1103.2768571428571,3.0,0.02857142857142857,0.32860355462020385,16.857142857142858,True,True,1.0,10.561413949547592
656.0,Spain,Male,37.0,8.0,129776.72,1.0,1.0,1.0,41967.03,0,3.0923493990401516,3507.478918918919,1134.244054054054,3.0,0.02702702702702703,0.3565448194792137,17.72972972972973,False,False,1.0,10.644663416936746
731.0,France,Female,34.0,4.0,0.0,2.0,1.0,1.0,148087.62,0,0.0,0.0,4355.518235294117,4.0,0.058823529411764705,1.2601970474771644,21.5,True,True,1.0,11.905566157330558
748.0,Germany,Female,43.0,10.0,124450.88,2.0,1.0,0.0,131807.14,0,0.9441892146358687,2894.2065116279073,3065.2823255813955,3.0,0.046511627906976744,1.1039422826440881,17.3953488372093,False,False,0.0,11.78910265938625
618.0,France,Female,24.0,7.0,0.0,2.0,1.0,1.0,2744.69,0,0.0,0.0,114.36208333333333,4.0,0.08333333333333333,0.023356781844695047,25.75,True,True,1.0,7.91778768847668
662.0,Spain,Male,31.0,10.0,0.0,2.0,1.0,0.0,65636.92,0,0.0,0.0,2117.32,3.0,0.06451612903225806,0.5576402188234809,21.35483870967742,True,False,0.0,11.091908856706826
707.0,Germany,Female,40.0,8.0,121206.96,1.0,1.0,1.0,56984.58,0,2.1270133078106395,3030.174,1424.6145000000001,3.0,0.025,0.4772707102264312,17.675,False,False,1.0,10.950553532355087
721.0,Spain,Male,46.0,5.0,0.0,1.0,1.0,1.0,125222.36,0,0.0,0.0,2722.2252173913043,3.0,0.021739130434782608,1.0638680826582465,15.673913043478262,True,True,1.0,11.737854301713627
613.0,France,Male,34.0,5.0,119658.49,1.0,1.0,0.0,176913.42,0,0.6763675135555007,3519.3673529411767,5203.335882352942,2.0,0.029411764705882353,1.5054990386305591,18.029411764705884,False,False,0.0,12.083421391805926
506.0,Germany,Male,31.0,1.0,101641.14,1.0,1.0,1.0,51312.7,1,1.9808183938868935,3278.746451612903,1655.2483870967742,3.0,0.03225806451612903,0.42976624154527054,16.322580645161292,False,False,1.0,10.845713052035828
841.0,France,Male,50.0,2.0,0.0,1.0,1.0,1.0,122960.98,1,0.0,0.0,2459.2196,3.0,0.02,1.04637419354095,16.82,True,True,1.0,11.719630480880486
653.0,Germany,Male,34.0,2.0,82547.11,1.0,1.0,0.0,145765.83,0,0.5662994544057411,2427.8561764705883,4287.230294117647,2.0,0.029411764705882353,1.220852399207737,19.205882352941178,False,False,0.0,11.889763569244508
741.0,France,Male,30.0,8.0,0.0,2.0,0.0,0.0,119357.93,0,0.0,0.0,3978.5976666666666,2.0,0.06666666666666667,1.0157129338629798,24.7,False,False,0.0,11.689890450920196
646.0,France,Female,41.0,3.0,0.0,2.0,1.0,0.0,62368.33,0,0.0,0.0,1521.178780487805,3.0,0.04878048780487805,0.5307424437105646,15.75609756097561,True,False,0.0,11.040828927118394
683.0,Spain,Female,32.0,9.0,89550.85,1.0,0.0,1.0,136909.87,0,0.6540861517142629,2798.4640625,4278.4334375,2.0,0.03125,1.1631631993989713,21.34375,False,False,0.0,11.82708540914709
678.0,Spain,Female,38.0,4.0,0.0,1.0,1.0,1.0,184839.7,0,0.0,0.0,4864.202631578948,3.0,0.02631578947368421,1.5703669635209359,17.842105263157894,True,True,1.0,12.12724965203611
850.0,Germany,Male,43.0,3.0,139875.3,1.0,1.0,0.0,162858.29,1,0.8588773712409726,3252.913953488372,3787.402093023256,2.0,0.023255813953488372,1.3640092062547815,19.767441860465116,False,False,0.0,12.00064185543898
669.0,France,Male,42.0,4.0,0.0,2.0,1.0,1.0,141860.62,0,0.0,0.0,3377.6338095238093,4.0,0.047619047619047616,1.2072064800371562,15.928571428571429,True,True,1.0,11.862607354400446
613.0,France,Male,34.0,4.0,160858.13,1.0,1.0,0.0,60936.87,0,2.6397504499328566,4731.121470588236,1792.2608823529413,2.0,0.029411764705882353,0.5185609955545224,18.029411764705884,False,False,0.0,11.017610099516641
619.0,Spain,Female,72.0,3.0,0.0,2.0,1.0,1.0,108411.66,0,0.0,0.0,1505.7175,4.0,0.027777777777777776,0.9210472064413873,8.597222222222221,True,True,1.0,11.593700150836197
730.0,France,Female,35.0,10.0,0.0,1.0,1.0,1.0,83681.97,0,0.0,0.0,2390.9134285714285,3.0,0.02857142857142857,0.7121174040144116,20.857142857142858,True,True,1.0,11.334790771020728
685.0,Germany,Male,43.0,7.0,125924.35,1.0,1.0,0.0,143544.48,0,0.8772496859510027,2928.4732558139535,3338.243720930233,2.0,0.023255813953488372,1.2022476241587416,15.930232558139535,False,False,0.0,11.874407197766816
707.0,France,Female,40.0,6.0,106328.08,1.0,0.0,1.0,93783.0,0,1.133767100647239,2658.202,2344.575,2.0,0.025,0.7980752186006563,17.675,False,False,0.0,11.448749544751664
767.0,Spain,Female,40.0,2.0,0.0,2.0,1.0,1.0,52454.01,0,0.0,0.0,1311.35025,4.0,0.05,0.4456404355135655,19.175,True,True,1.0,10.867711128805164
626.0,France,Male,31.0,8.0,0.0,2.0,1.0,1.0,94450.97,0,0.0,0.0,3046.8054838709677,4.0,0.06451612903225806,0.803759514302102,20.193548387096776,True,True,1.0,11.455846730308751
794.0,France,Female,32.0,6.0,102278.71,1.0,1.0,1.0,120853.83,0,0.8463009405659714,3196.2096875,3776.6821875,3.0,0.03125,1.028442753974351,24.8125,False,False,1.0,11.70234535223409
748.0,Germany,Female,58.0,2.0,120875.23,1.0,1.0,1.0,9984.4,1,12.106408998036938,2084.0556896551725,172.1448275862069,3.0,0.017241379310344827,0.08362370450365308,12.89655172413793,False,False,1.0,9.208879305137668
648.0,France,Female,44.0,7.0,0.0,2.0,1.0,0.0,121537.91,0,0.0,0.0,2762.2252272727274,3.0,0.045454545454545456,1.0342641426646288,14.727272727272727,True,False,0.0,11.707989737408223
573.0,France,Female,36.0,5.0,82231.51,1.0,1.0,1.0,119808.64,0,0.686357094112745,2284.208611111111,3328.0177777777776,3.0,0.027777777777777776,1.0195483889217378,15.916666666666666,False,False,1.0,11.693659428871898
632.0,France,Female,40.0,0.0,133964.3,1.0,1.0,0.0,93901.61,1,1.4266454004356262,3349.1074999999996,2347.54025,2.0,0.025,0.7990845667946598,15.8,False,False,0.0,11.450013460337223
483.0,France,Male,33.0,7.0,0.0,2.0,0.0,1.0,140893.07,0,0.0,0.0,4269.48696969697,3.0,0.06060606060606061,1.1989728163906845,14.636363636363637,False,True,0.0,11.855763610414876
668.0,France,Male,32.0,3.0,0.0,2.0,0.0,1.0,103563.23,0,0.0,0.0,3236.3509375,3.0,0.0625,0.8813030871398873,20.875,False,True,0.0,11.547947278917746
559.0,France,Male,23.0,7.0,0.0,2.0,1.0,0.0,141501.45,0,0.0,0.0,6152.23695652174,3.0,0.08695652173913043,1.2041500127001679,24.304347826086957,True,False,0.0,11.860072310403169
582.0,France,Female,41.0,1.0,0.0,2.0,1.0,1.0,48217.97,0,0.0,0.0,1176.0480487804878,4.0,0.04878048780487805,0.4103256128320686,14.195121951219512,True,True,1.0,10.78350779107567
656.0,Germany,Male,46.0,2.0,134980.74,3.0,1.0,1.0,131468.46,1,1.0267157613316533,2934.363913043478,2858.0099999999998,5.0,0.06521739130434782,1.1011056899353326,14.26086956521739,False,False,1.0,11.786529860281286
778.0,France,Male,37.0,1.0,121854.45,1.0,0.0,0.0,147530.06,0,0.8259635358380523,3293.363513513513,3987.298918918919,1.0,0.02702702702702703,1.2554523195533085,21.027027027027028,False,False,0.0,11.901794008865126
850.0,France,Male,38.0,2.0,116528.15,1.0,1.0,0.0,187800.63,0,0.6204886000648666,3066.5302631578948,4942.121842105264,2.0,0.02631578947368421,1.598147093189501,22.36842105263158,False,False,0.0,12.143141525164852
718.0,France,Male,52.0,6.0,71996.09,1.0,1.0,1.0,57764.65,0,1.2463693625772856,1384.5401923076922,1110.8586538461539,3.0,0.019230769230769232,0.49156601597454125,13.807692307692308,False,False,1.0,10.964149587342341
738.0,France,Male,37.0,7.0,0.0,1.0,1.0,1.0,58879.31,0,0.0,0.0,1591.3327027027026,3.0,0.02702702702702703,0.5010515573110884,19.945945945945947,True,True,1.0,10.98326201833455
605.0,France,Male,36.0,4.0,0.0,1.0,1.0,0.0,53534.8,0,0.0,0.0,1487.0777777777778,2.0,0.027777777777777776,0.4555708093443632,16.805555555555557,True,False,0.0,10.888105867975627
650.0,France,Male,36.0,1.0,0.0,1.0,1.0,0.0,89935.73,0,0.0,0.0,2498.214722222222,2.0,0.027777777777777776,0.765335693886521,18.055555555555557,True,False,0.0,11.406861702092032
684.0,France,Female,28.0,9.0,0.0,2.0,1.0,0.0,112202.64,0,0.0,0.0,4007.2371428571428,3.0,0.07142857142857142,0.9548227977945976,24.428571428571427,True,False,0.0,11.628070713612237
644.0,France,Male,31.0,7.0,0.0,2.0,1.0,0.0,4050.57,0,0.0,0.0,130.66354838709677,3.0,0.06451612903225806,0.03446956845278207,20.774193548387096,True,False,0.0,8.306859739303048
581.0,Germany,Male,33.0,8.0,125712.2,1.0,1.0,1.0,66799.28,0,1.8819394460539096,3809.460606060606,2024.220606060606,3.0,0.030303030303030304,0.5594731032186995,17.606060606060606,False,False,1.0,11.109462551132719
729.0,France,Male,44.0,4.0,160680.41,1.0,1.0,0.0,149558.81,0,1.074362720591318,3651.8275,3399.0638636363637,2.0,0.022727272727272728,1.272716590260538,16.568181818181817,False,False,0.0,11.91545165869709
666.0,Spain,Male,47.0,6.0,0.0,3.0,1.0,0.0,131647.31,1,0.0,0.0,2801.006595744681,4.0,0.06382978723404255,1.1184533758732529,14.170212765957446,True,False,0.0,11.787889327774076
607.0,Spain,Male,40.0,2.0,0.0,2.0,1.0,1.0,130883.9,0,0.0,0.0,3272.0975,4.0,0.05,1.1119675730742788,15.175,True,True,1.0,11.782073590011063
732.0,France,Male,40.0,7.0,0.0,1.0,1.0,1.0,95941.55,0,0.0,0.0,2398.53875,3.0,0.025,0.8164440622408731,18.3,True,True,1.0,11.471504853814782
622.0,France,Male,42.0,6.0,0.0,2.0,1.0,0.0,60778.11,1,0.0,0.0,1447.0978571428573,3.0,0.047619047619047616,0.5172099786142983,14.80952380952381,True,False,0.0,11.015001423388911
850.0,France,Male,38.0,6.0,0.0,1.0,1.0,0.0,176962.31,0,0.0,0.0,4656.902894736842,2.0,0.02631578947368421,1.5059150830889085,22.36842105263158,True,False,0.0,12.083697701933218
516.0,Spain,Female,27.0,10.0,0.0,2.0,1.0,1.0,25325.07,0,0.0,0.0,937.9655555555555,4.0,0.07407407407407407,0.21515752988592354,19.11111111111111,True,True,1.0,10.139589578964722
661.0,France,Male,34.0,2.0,0.0,1.0,0.0,1.0,54394.28,0,0.0,0.0,1599.8317647058823,2.0,0.029411764705882353,0.4628848181613438,19.441176470588236,False,True,0.0,10.904032664373878
730.0,France,Male,38.0,2.0,0.0,2.0,1.0,1.0,40315.27,0,0.0,0.0,1060.9281578947368,4.0,0.05263157894736842,0.3430751620037158,19.210526315789473,True,True,1.0,10.60451038854531
683.0,France,Female,43.0,0.0,0.0,1.0,0.0,0.0,167030.51,1,0.0,0.0,3884.4304651162793,1.0,0.023255813953488372,1.4213973831209188,15.883720930232558,False,False,0.0,12.025937756235294
724.0,France,Male,67.0,4.0,0.0,2.0,1.0,1.0,126469.09,0,0.0,0.0,1887.5983582089552,4.0,0.029850746268656716,1.07622753215376,10.805970149253731,True,True,1.0,11.747761116504986
594.0,France,Male,23.0,3.0,0.0,2.0,0.0,0.0,94499.06,0,0.0,0.0,4108.654782608695,2.0,0.08695652173913043,0.8041687509149477,25.82608695652174,False,False,0.0,11.456355748402267
646.0,Germany,Female,46.0,3.0,118889.66,1.0,1.0,0.0,182055.36,1,0.6530412507492227,2584.5578260869565,3957.725217391304,2.0,0.021739130434782608,1.5247930399369198,14.043478260869565,False,False,0.0,12.112071588450643
635.0,France,Male,39.0,9.0,0.0,1.0,1.0,1.0,132870.15,0,0.0,0.0,3406.926923076923,3.0,0.02564102564102564,1.130699316579252,16.28205128205128,True,True,1.0,11.797135140624288
719.0,Spain,Male,29.0,9.0,0.0,2.0,1.0,1.0,131249.74,0,0.0,0.0,4525.853103448276,4.0,0.06896551724137931,1.1150756881054897,24.79310344827586,True,True,1.0,11.784864818533213
597.0,Spain,Female,30.0,2.0,0.0,2.0,1.0,0.0,150694.42,0,0.0,0.0,5023.147333333333,3.0,0.06666666666666667,1.2802744148305185,19.9,True,False,0.0,11.923015992646452
582.0,France,Female,39.0,7.0,0.0,2.0,1.0,1.0,58854.88,0,0.0,0.0,1509.0994871794871,4.0,0.05128205128205128,0.5008436627290169,14.923076923076923,True,True,1.0,10.98284702273548
576.0,Spain,Male,41.0,2.0,0.0,2.0,0.0,1.0,87079.67,0,0.0,0.0,2123.8943902439023,3.0,0.04878048780487805,0.7398142117862403,14.048780487804878,False,True,0.0,11.374590209393299
696.0,France,Female,46.0,2.0,0.0,2.0,1.0,0.0,92568.05,0,0.0,0.0,2012.3489130434784,3.0,0.043478260869565216,0.7877362287321421,15.130434782608695,True,False,0.0,11.435710131504546
719.0,France,Female,25.0,7.0,0.0,1.0,0.0,0.0,126833.8,0,0.0,0.0,5073.352,1.0,0.04,1.0793311438208621,28.76,False,False,0.0,11.750640731280841
684.0,Germany,Male,37.0,4.0,119618.42,1.0,1.0,1.0,66561.6,0,1.7971085430638685,3232.9302702702703,1798.9621621621623,3.0,0.02702702702702703,0.5574824295591478,18.486486486486488,False,False,1.0,11.10589813723217
651.0,Spain,Female,44.0,8.0,0.0,1.0,1.0,0.0,122284.38,1,0.0,0.0,2779.1904545454545,2.0,0.022727272727272728,1.0389074993447849,14.795454545454545,True,False,0.0,11.71411277241997
718.0,Spain,Female,26.0,3.0,0.0,2.0,1.0,0.0,121408.56,0,0.0,0.0,4669.5599999999995,3.0,0.07692307692307693,1.0314666801160646,27.615384615384617,True,False,0.0,11.70692490244777
612.0,France,Female,37.0,8.0,97565.74,1.0,1.0,0.0,166586.91,0,0.5856747087751373,2636.911891891892,4502.348918918919,2.0,0.02702702702702703,1.4176224327890754,16.54054054054054,False,False,0.0,12.023278437054008
683.0,France,Female,39.0,6.0,0.0,2.0,0.0,1.0,136983.77,0,0.0,0.0,3512.4043589743587,3.0,0.05128205128205128,1.1657054283558004,17.512820512820515,False,True,0.0,11.827625030747443
554.0,France,Male,29.0,7.0,0.0,2.0,1.0,0.0,147720.27,0,0.0,0.0,5093.802413793103,3.0,0.06896551724137931,1.2570709699198999,19.103448275862068,True,False,0.0,11.903082466275873
689.0,France,Male,34.0,7.0,0.0,2.0,1.0,1.0,51636.7,0,0.0,0.0,1518.7264705882353,4.0,0.058823529411764705,0.4394183449059692,20.264705882352942,True,True,1.0,10.85200730485172
719.0,France,Male,33.0,6.0,0.0,1.0,1.0,1.0,166516.84,0,0.0,0.0,5045.9648484848485,3.0,0.030303030303030304,1.4170261506210136,21.78787878787879,True,True,1.0,12.022857729809937
809.0,Germany,Male,36.0,1.0,132407.51,2.0,1.0,0.0,118429.02,0,1.1180326409861367,3677.986388888889,3289.695,3.0,0.05555555555555555,0.9918946930348566,22.47222222222222,False,False,0.0,11.682077516591656
586.0,France,Female,33.0,5.0,0.0,2.0,0.0,0.0,126494.82,0,0.0,0.0,3833.176363636364,2.0,0.06060606060606061,1.0764464894847752,17.757575757575758,False,False,0.0,11.747964543125503
656.0,France,Female,35.0,4.0,0.0,2.0,1.0,0.0,51553.43,0,0.0,0.0,1472.9551428571428,3.0,0.05714285714285714,0.43870973328709506,18.742857142857144,True,False,0.0,10.850393421737301
573.0,Spain,Male,48.0,7.0,125470.81,1.0,1.0,1.0,62700.08,0,2.001126792820679,2613.9752083333333,1306.2516666666668,3.0,0.020833333333333332,0.5326893207580393,11.9375,False,False,1.0,11.046133951353049
543.0,Germany,Female,39.0,8.0,148061.89,2.0,1.0,1.0,62282.99,0,2.3772444129609065,3796.4587179487185,1596.9997435897435,4.0,0.05128205128205128,0.5216472047758482,13.923076923076923,False,False,1.0,11.039459689406424
611.0,France,Female,42.0,0.0,0.0,1.0,1.0,1.0,96670.2,1,0.0,0.0,2301.6714285714284,3.0,0.023809523809523808,0.82264473302378,14.547619047619047,True,True,1.0,11.479070808746663
469.0,Germany,Female,51.0,4.0,136770.67,1.0,1.0,0.0,135083.73,1,1.0124881064507176,2681.7778431372553,2648.700588235294,2.0,0.0196078431372549,1.1313851529156742,9.196078431372548,False,False,0.0,11.813657490173092
577.0,Spain,Male,35.0,9.0,0.0,2.0,1.0,0.0,162453.06,0,0.0,0.0,4641.516,3.0,0.05714285714285714,1.3801738400726922,16.485714285714284,True,False,0.0,11.998150533090268
577.0,France,Female,35.0,6.0,0.0,1.0,1.0,1.0,59670.59,1,0.0,0.0,1704.8739999999998,3.0,0.02857142857142857,0.5077851972988722,16.485714285714284,True,True,1.0,10.996611306717172
684.0,France,Male,34.0,2.0,139859.55,2.0,0.0,1.0,121789.3,0,1.148373050834515,4113.516176470588,3582.038235294118,3.0,0.058823529411764705,1.0364034230161214,20.11764705882353,False,False,0.0,11.710055992334548
573.0,Spain,Male,48.0,2.0,0.0,1.0,1.0,0.0,163427.18,0,0.0,0.0,3404.7329166666664,2.0,0.020833333333333332,1.3884497995473342,11.9375,True,False,0.0,12.004128906758803
653.0,Spain,Male,36.0,8.0,0.0,2.0,1.0,1.0,14084.86,0,0.0,0.0,391.24611111111113,4.0,0.05555555555555555,0.11966259861824861,18.13888888888889,True,True,1.0,9.552926736309493
569.0,Germany,Male,43.0,5.0,114084.6,2.0,1.0,0.0,140937.91,0,0.8094670908629197,2653.1302325581396,3277.6258139534884,3.0,0.046511627906976744,1.1804164636034666,13.232558139534884,False,False,0.0,11.85608181306368
591.0,France,Female,39.0,10.0,0.0,2.0,0.0,1.0,38153.27,0,0.0,0.0,978.2889743589743,3.0,0.05128205128205128,0.32467695952976405,15.153846153846153,False,True,0.0,10.549392957054792
696.0,France,Male,39.0,3.0,0.0,2.0,1.0,0.0,95611.47,0,0.0,0.0,2451.576153846154,3.0,0.05128205128205128,0.8136351451860155,17.846153846153847,True,False,0.0,11.468058529863567
581.0,Germany,Female,46.0,3.0,167795.6,1.0,0.0,1.0,187980.21,0,0.8926237501277395,3647.730434782609,4086.5263043478258,2.0,0.021739130434782608,1.574416242696071,12.630434782608695,False,False,0.0,12.14409729000856
711.0,France,Female,43.0,2.0,0.0,2.0,1.0,1.0,158958.9,0,0.0,0.0,3696.718604651163,4.0,0.046511627906976744,1.3527095408125125,16.53488372093023,True,True,1.0,11.976407248136422
832.0,France,Female,35.0,7.0,107592.89,1.0,1.0,0.0,137898.57,1,0.780232093777332,3074.0825714285716,3939.959142857143,2.0,0.02857142857142857,1.173490199689367,23.771428571428572,False,False,0.0,11.834280945574937
559.0,Spain,Male,34.0,2.0,0.0,2.0,0.0,0.0,97938.59,0,0.0,0.0,2880.546764705882,2.0,0.058823529411764705,0.8320697674245408,16.441176470588236,False,False,0.0,11.492106139011074
633.0,France,Female,54.0,1.0,0.0,1.0,1.0,1.0,164767.34,1,0.0,0.0,3051.247037037037,3.0,0.018518518518518517,1.4021382434849456,11.722222222222221,True,True,1.0,12.012295766351215
596.0,France,Male,41.0,9.0,0.0,2.0,1.0,0.0,82547.01,0,0.0,0.0,2013.341707317073,3.0,0.04878048780487805,0.702459113598206,14.536585365853659,True,False,0.0,11.321135342455646
709.0,France,Male,36.0,3.0,0.0,2.0,0.0,1.0,60972.84,0,0.0,0.0,1693.6899999999998,3.0,0.05555555555555555,0.5188670933079859,19.694444444444443,False,True,0.0,11.018200198712917
682.0,France,Male,40.0,7.0,0.0,2.0,1.0,0.0,171482.56,0,0.0,0.0,4287.064,3.0,0.05,1.45928346883977,17.05,True,False,0.0,12.052242680934954
727.0,France,Male,36.0,4.0,0.0,2.0,1.0,1.0,180712.28,0,0.0,0.0,5019.785555555555,4.0,0.05555555555555555,1.5378266035936472,20.194444444444443,True,True,1.0,12.104666965855568
712.0,France,Male,31.0,5.0,0.0,2.0,1.0,0.0,97416.34,0,0.0,0.0,3142.4625806451613,3.0,0.06451612903225806,0.8289942403290134,22.967741935483872,True,False,0.0,11.486759502532824
629.0,France,Male,45.0,9.0,0.0,1.0,1.0,1.0,131301.74,1,0.0,0.0,2917.816444444444,3.0,0.022222222222222223,1.1173524503710324,13.977777777777778,True,True,1.0,11.78526092831382
695.0,Germany,Male,31.0,4.0,135095.58,2.0,1.0,0.0,79577.38,0,1.6976630796339358,4357.921935483871,2567.012258064516,3.0,0.06451612903225806,0.6664952636407709,22.419354838709676,False,False,0.0,11.28449772690013
771.0,Spain,Male,43.0,6.0,0.0,2.0,1.0,1.0,165082.25,0,0.0,0.0,3839.1220930232557,4.0,0.046511627906976744,1.402510995547515,17.930232558139537,True,True,1.0,12.014205171097002
594.0,France,Female,44.0,6.0,151240.61,1.0,1.0,1.0,107965.41,0,1.4008246715313728,3437.2865909090906,2453.7593181818183,3.0,0.022727272727272728,0.9187647887896473,13.5,False,False,1.0,11.589575439211547
572.0,Spain,Female,42.0,6.0,0.0,2.0,1.0,0.0,71862.79,0,0.0,0.0,1711.0188095238093,3.0,0.047619047619047616,0.6105341618842849,13.619047619047619,True,False,0.0,11.182527800718422
636.0,France,Female,47.0,9.0,124976.19,1.0,0.0,0.0,70954.41,1,1.7613590191222785,2659.0678723404258,1509.6682978723404,1.0,0.02127659574468085,0.6038083263643794,13.53191489361702,False,False,0.0,11.16980693056214
588.0,France,Female,44.0,8.0,0.0,2.0,1.0,1.0,85901.09,0,0.0,0.0,1952.2975,4.0,0.045454545454545456,0.7310016866573329,13.363636363636363,True,True,1.0,11.360963438293359
646.0,France,Female,35.0,6.0,0.0,2.0,1.0,1.0,54726.43,0,0.0,0.0,1563.6122857142857,4.0,0.05714285714285714,0.46571135051644236,18.457142857142856,True,True,1.0,10.91012032524261
733.0,Spain,Female,42.0,3.0,0.0,2.0,1.0,0.0,146585.29,0,0.0,0.0,3490.1259523809526,3.0,0.047619047619047616,1.2453639383429846,17.452380952380953,True,False,0.0,11.895369544279722
656.0,France,Female,43.0,3.0,0.0,2.0,1.0,1.0,172557.77,0,0.0,0.0,4012.971395348837,4.0,0.046511627906976744,1.4684332982949124,15.255813953488373,True,True,1.0,12.05849315308214
714.0,France,Male,32.0,6.0,0.0,2.0,1.0,1.0,175894.24,0,0.0,0.0,5496.695,4.0,0.0625,1.4968260136548874,22.3125,True,True,1.0,12.077643869529481
642.0,France,Female,36.0,9.0,144961.97,1.0,1.0,0.0,166475.44,0,0.8707709077086686,4026.721388888889,4624.317777777778,2.0,0.027777777777777776,1.4166738446161933,17.833333333333332,False,False,0.0,12.022609076888852
